id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status
84124991,90132774,8000,8000,8000, 36 months,13.49%,271.45,C,C2,Service Associate,10+ years,MORTGAGE,51000,Verified,16-Jun,credit_card,Credit card refinancing,841xx,UT,23.61,0,5-Mar,0,10,0,19162,53.40%,24,w,0,0,8113.04,8113.04,8000,113.04,0,0,0,16-Aug,8128.03,16-Aug,0,1,INDIVIDUAL,0,0,196749,1,2,2,3,1,19181,86.8,2,4,12695,66.1,35900,0,15,2,9,19675,15926,51.6,0,0,135,112,7,1,3,7,8,0,3,5,5,7,10,7,11,5,10,0,0,0,4,95.8,20,0,0,219996,38343,32900,22096,Fully Paid
84143710,90151496,5000,5000,5000, 36 months,15.59%,174.78,C,C5,SSRII,1 year,RENT,27000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,287xx,NC,25.78,1,7-Mar,0,8,1,4623,41.60%,11,f,0,0,5013.38,5013.38,5000,13.38,0,0,0,16-Jul,5024.21,16-Jul,0,1,INDIVIDUAL,0,14929,24532,1,1,0,1,24,19909,78.6,2,4,3066,67.3,11100,0,0,1,5,3505,6416,41.1,0,0,54,111,0,0,0,0,7,0,3,4,5,5,2,7,9,4,8,0,0,0,2,90.9,0,1,0,36428,24532,10900,25328,Fully Paid
83921642,89929387,15000,15000,15000, 60 months,13.99%,348.95,C,C3,Foods,10+ years,MORTGAGE,40000,Verified,16-Jun,debt_consolidation,Debt consolidation,327xx,FL,28.49,0,7-Apr,1,19,0,15118,27.50%,27,w,0,0,15174.54,15174.54,15000,174.54,0,0,0,16-Aug,15203.69,16-Aug,0,1,INDIVIDUAL,0,0,74433,3,1,1,1,12,32166,92,5,9,3186,52.6,55000,1,1,2,10,4135,33643,29.2,0,0,100,110,1,1,3,1,6,0,9,12,12,13,5,17,19,12,19,0,0,0,6,96.3,16.7,0,0,121485,47284,47500,34973,Fully Paid
84013662,90021443,10000,10000,9750, 36 months,11.49%,329.72,B,B5,Carmab,10+ years,MORTGAGE,70000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,685xx,NE,13.79,1,Jun-97,1,25,1,7363,24.60%,55,f,0,0,10054.26,9802.9,10000,54.26,0,0,0,16-Jul,10070.22,16-Jul,0,1,INDIVIDUAL,0,404,159077,1,3,2,4,3,21252,90.4,2,4,4421,53.6,29900,0,3,3,9,7231,6437,53.4,0,0,228,147,10,3,3,12,0,2,6,6,10,19,12,20,39,6,25,0,0,0,4,96.3,40,0,0,198989,28615,13800,23517,Fully Paid
84132916,90140789,28000,28000,28000, 60 months,21.49%,765.24,D,D5,Teacher,8 years,MORTGAGE,65000,Verified,16-Jun,major_purchase,Major purchase,226xx,VA,26.72,0,Sep-94,0,19,0,11084,55.70%,53,w,0,0,28815.24,28815.24,28000,815.24,0,0,0,16-Aug,28898.81,16-Aug,0,1,INDIVIDUAL,0,0,403049,1,11,1,5,4,209655,110.9,1,4,1626,101.5,19900,0,3,3,11,21213,3016,45.2,0,0,261,107,7,4,3,16,8,0,3,6,3,5,41,7,9,6,19,0,0,0,4,98.1,0,0,0,406045,220739,5500,200232,Fully Paid
83921199,89928932,20000,20000,19950, 36 months,14.49%,688.33,C,C4,Technician/Trainer,10+ years,OWN,309600,Verified,16-Jun,home_improvement,Home improvement,917xx,CA,7.92,0,May-99,1,5,0,77892,96.60%,17,f,20000,19950,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,487550,2,2,2,2,5,50831,92.4,0,1,6760,92.9,77000,1,0,1,4,97510,240,96.6,0,0,112,205,20,5,3,20,0,3,1,2,1,4,7,2,6,2,5,0,0,0,2,82.4,100,0,0,567000,128723,7000,55000,Late (16-30 days)
83778446,89746251,17100,17100,17100, 60 months,22.39%,476.09,E,E1,Office Manager,2 years,RENT,45000,Verified,16-Jun,debt_consolidation,,370xx,TN,23.28,0,3-Feb,0,7,1,5649,71.50%,26,f,0,0,17502.87,17502.87,17100,402.87,0,0,0,16-Aug,17556.05,16-Aug,0,1,INDIVIDUAL,0,195,37356,2,3,3,5,2,31707,94.6,4,5,3244,90.2,7900,1,3,4,10,5337,256,92.7,0,0,160,92,7,2,0,23,5,0,1,4,1,3,18,4,8,4,7,0,0,0,7,100,100,1,0,41416,37356,3500,33516,Fully Paid
84074014,90071813,40000,40000,39950, 60 months,27.49%,1233.16,F,F4,Nuclear Medicine Technologist,10+ years,MORTGAGE,80000,Verified,16-Jun,moving,Moving and relocation,606xx,IL,24.3,0,Apr-00,0,19,0,20242,65.80%,43,f,0,0,41188.58,41137.09,40000,1188.58,0,0,0,16-Aug,41249.67,16-Aug,0,1,INDIVIDUAL,0,0,270511,1,2,2,4,4,34236,88.8,1,2,14975,78.5,30748,4,0,5,7,16907,6460,72.5,0,0,189,194,9,4,3,9,4,0,4,10,5,9,19,14,19,10,19,0,0,0,3,95.3,20,0,0,291768,54478,23500,38538,Fully Paid
84043226,90051001,10000,10000,10000, 36 months,12.79%,335.93,C,C1,supervisor,6 years,OWN,77000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,900xx,CA,3.18,0,6-Oct,0,6,0,7574,47.90%,6,w,0,0,10014.85,10014.85,10000,14.85,0,0,0,16-Jul,10021.96,16-Jul,0,1,INDIVIDUAL,0,0,7574,0,0,0,0,,0,,1,3,3798,47.9,15800,0,0,0,3,1262,6226,54.9,0,0,,116,9,9,0,9,17,0,5,5,5,5,0,6,6,5,6,0,0,0,1,100,20,0,0,15800,7574,13800,0,Fully Paid
81346544,87089477,35000,35000,35000, 60 months,25.29%,1033.26,E,E5,Sales,3 years,MORTGAGE,107000,Verified,16-Jun,debt_consolidation,Debt consolidation,352xx,AL,33.18,0,Oct-96,0,10,0,29901,92.60%,27,w,35000,35000,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,338294,3,4,4,5,2,95472,59.7,0,0,14145,78,32300,0,0,4,7,33829,2399,92.6,0,0,236,116,26,2,5,26,5,0,5,5,5,5,17,5,5,5,10,0,0,0,6,100,80,0,0,360224,125373,32300,114174,Late (31-120 days)
84063034,90080803,7000,7000,7000, 36 months,13.99%,239.21,C,C3,Lead Underwriting Assistant ,6 years,RENT,38500,Source Verified,16-Jun,debt_consolidation,Debt consolidation,852xx,AZ,11.66,0,4-May,2,8,1,6245,38.30%,33,f,0,0,7011.38,7011.38,7000,11.38,0,0,0,16-Jul,7016.82,16-Jul,0,1,INDIVIDUAL,0,1402,15184,3,1,1,1,7,8939,93.1,3,9,2969,58.6,16300,0,3,2,10,1898,3941,58.5,0,0,100,145,0,0,2,23,0,0,2,3,2,9,3,7,28,3,8,0,0,0,4,96.2,0,1,0,25899,15184,9500,9599,Fully Paid
83376437,89304275,21000,21000,20925, 36 months,8.59%,663.8,A,A5,Senior Client Relationship Manager,8 years,RENT,124000,Source Verified,16-Jun,debt_consolidation,,020xx,MA,16.54,0,Jun-94,1,9,0,8574,26.30%,25,f,0,0,21006.27,20931.25,21000,6.27,0,0,0,16-Jul,21031.32,16-Aug,0,1,INDIVIDUAL,0,0,41809,1,3,1,3,11,33235,63.6,1,2,4935,49.3,32600,0,2,1,5,5226,20626,29.4,0,0,85,264,1,1,3,1,1,2,4,4,4,12,7,6,15,4,9,0,0,0,2,95.8,0,0,0,84825,41809,29200,52225,Fully Paid
83953809,89961583,9000,9000,9000, 36 months,18.99%,329.86,D,D3,Manager,7 years,RENT,44000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,489xx,MI,20.1,0,10-Sep,1,13,0,9562,73.60%,15,f,0,0,9019.84,9019.84,9000,19.84,0,0,0,16-Jul,9029.34,16-Jul,0,1,INDIVIDUAL,0,0,42343,2,8,1,3,2,32781,98.5,2,3,6429,90.5,13000,2,2,7,7,3257,2254,79.5,0,0,69,51,1,1,0,11,0,0,2,3,2,2,8,4,6,3,13,0,0,0,4,100,100,0,0,46804,42343,11000,33274,Fully Paid
83879698,89847542,2400,2400,2400, 36 months,10.99%,78.57,B,B4,Engineer,10+ years,RENT,102000,Verified,16-Jun,debt_consolidation,Debt consolidation,463xx,IN,9.38,0,7-Jan,0,5,0,4882,68.80%,9,w,0,0,2414.24,2414.24,2400,14.24,0,0,0,16-Aug,565.71,16-Aug,0,1,INDIVIDUAL,0,0,29596,0,1,0,1,14,24714,87.9,1,4,2459,84,7100,12,1,3,5,5919,1659,71.4,0,0,48,113,11,11,0,17,8,1,2,3,2,3,3,3,6,3,5,0,0,0,1,100,0,0,0,35232,29596,5800,28132,Fully Paid
84110895,90118625,17700,17700,17700, 36 months,15.59%,618.71,C,C5,Office Manager,10+ years,RENT,57000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,920xx,CA,15.96,0,3-Sep,0,14,1,3472,13.30%,19,w,0,0,17753.66,17753.66,17700,53.66,0,0,0,16-Jul,17768.99,16-Aug,0,1,INDIVIDUAL,0,0,20969,1,2,1,1,7,17497,61.6,2,3,1800,38.4,26200,0,1,1,4,1498,8400,17.6,0,0,153,126,6,6,0,6,11,0,1,5,5,6,5,12,14,5,14,0,0,0,3,100,20,1,0,54626,20969,10200,28426,Fully Paid
84061986,90079743,21700,21700,21700, 60 months,26.99%,662.49,F,F3,Assistant vice president,7 years,MORTGAGE,74500,Verified,16-Jun,debt_consolidation,Debt consolidation,730xx,OK,18.86,0,10-Apr,0,16,0,4241,28.70%,32,f,0,0,22478.3,22478.3,21700,778.3,0,0,0,16-Aug,22510.84,16-Aug,0,1,INDIVIDUAL,0,0,250906,2,3,2,2,3,40208,45.9,1,10,367,38.6,14782,1,6,2,12,15682,4094,11,0,0,74,32,8,3,2,8,10,0,3,9,4,5,8,12,22,9,16,0,0,0,3,100,0,0,0,291388,44449,4600,60693,Fully Paid
84070454,90068173,1000,1000,1000, 36 months,12.79%,33.6,C,C1,DST,10+ years,OWN,21000,Source Verified,16-Jun,other,Other,714xx,LA,4.29,0,3-Feb,0,6,1,791,11.10%,13,f,0,0,1000.49,1000.49,1000,0.49,0,0,0,16-Jul,1001.2,16-Jun,0,1,INDIVIDUAL,0,4870,46509,0,0,0,0,41,0,,0,1,368,11.1,7100,3,0,1,1,7752,632,36.8,0,0,134,160,16,16,1,87,3,1,1,3,1,4,3,5,9,3,6,0,0,0,0,92.3,0,0,0,63220,791,1000,0,Fully Paid
84060592,90078316,33100,33100,33100, 36 months,21.49%,1255.39,D,D5,Branch Manager,< 1 year,MORTGAGE,195000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,313xx,GA,9.44,0,3-Aug,0,14,0,27590,59%,25,w,0,0,34059.88,34059.88,33100,959.88,0,0,0,16-Aug,34099.4,16-Aug,0,1,INDIVIDUAL,0,0,361296,1,2,0,1,16,64228,106.9,6,7,10031,76.5,46800,2,0,5,9,25807,10152,70.1,0,0,152,154,2,2,3,2,5,0,5,9,7,10,6,11,15,9,14,0,0,0,6,100,28.6,0,0,389618,91818,33900,68780,Fully Paid
83950502,89958221,27000,27000,26950, 36 months,13.49%,916.13,C,C2,Deputy Superintendent,7 years,RENT,159981,Source Verified,16-Jun,debt_consolidation,Debt consolidation,234xx,VA,17.47,0,5-Mar,0,16,0,7962,49.10%,41,f,26387.4,26338.53,895.89,894.23,612.61,283.29,0,0,0,16-Aug,916.13,16-Aug,0,1,INDIVIDUAL,0,0,129575,0,7,3,4,8,121613,86.4,1,2,1690,79.7,16200,1,7,1,6,8098,47,98.4,0,0,135,118,7,7,1,30,10,1,2,7,2,4,25,9,15,7,16,0,0,0,4,80,100,0,0,149543,129575,3000,133343,In Grace Period
84090934,90088683,4575,4575,4575, 36 months,10.99%,149.76,B,B4,Dental Hygienist,10+ years,MORTGAGE,83000,Source Verified,16-Jun,other,Other,170xx,PA,16.04,0,Oct-00,1,8,0,45231,88%,23,f,0,0,4582.2,4582.2,4575,7.2,0,0,0,16-Jul,4584.99,16-Aug,0,1,INDIVIDUAL,0,0,113688,2,2,0,0,26,5224,52.2,1,1,22380,82.2,51400,0,1,1,2,14211,1169,97.5,0,0,188,175,5,5,3,37,6,0,4,4,4,5,7,5,13,4,8,0,0,0,2,100,100,0,0,126400,50455,46400,10000,Fully Paid
83960558,89968280,11500,11500,11500, 36 months,8.59%,363.51,A,A5,Sr Systems Engineer,< 1 year,MORTGAGE,135000,Verified,16-Jun,car,Car financing,770xx,TX,10.43,0,4-Oct,0,9,0,25529,63.70%,20,f,0,0,11641.08,11641.08,11500,141.08,0,0,0,16-Aug,11646.57,16-Aug,0,1,INDIVIDUAL,0,0,201288,0,2,0,0,26,30051,63.5,0,1,14342,63.6,40100,0,0,0,1,22365,10171,71.5,0,0,140,113,14,14,2,14,,0,2,2,4,5,11,6,7,2,9,0,0,0,0,100,50,0,0,237493,55580,35700,47293,Fully Paid
83962004,89969755,3200,3200,3200, 36 months,8.59%,101.15,A,A5,Chief CAD Designer,8 years,MORTGAGE,45000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,057xx,VT,30.53,0,1-Oct,0,12,0,13258,26.10%,38,f,0,0,3236.28,3236.28,3200,36.28,0,0,0,16-Aug,3237.81,16-Aug,0,1,INDIVIDUAL,0,0,193635,0,3,0,1,23,38440,67.8,0,4,100,48.1,50700,0,10,0,5,16136,23264,1,0,0,176,168,15,15,2,15,15,0,3,5,6,8,24,8,12,5,12,0,0,0,0,92.1,0,0,0,260970,51698,23500,56731,Fully Paid
83990789,89998516,1475,1475,1475, 36 months,14.49%,50.77,C,C4,Administrator,3 years,MORTGAGE,40000,Source Verified,16-Jun,major_purchase,Major purchase,920xx,CA,11.64,0,5-Jul,1,16,0,5581,14.30%,26,w,0,0,1475.81,1475.81,1475,0.81,0,0,0,16-Jul,1477,16-Jun,0,1,INDIVIDUAL,0,0,272314,1,12,0,2,16,131313,112.6,2,2,1645,88,39000,0,0,2,4,17020,21355,7.2,0,0,94,131,5,5,1,5,1,0,1,2,2,3,21,3,4,2,16,0,0,0,2,100,0,0,0,302876,136894,23000,116593,Fully Paid
84050445,90058168,4800,4800,4800, 36 months,23.99%,188.3,E,E2,Correctional Officer I,10+ years,RENT,40000,Source Verified,16-Jun,other,Other,631xx,MO,23.91,0,11-Jul,0,9,1,3003,28.60%,12,f,0,0,4828.358844,4828.36,4800,28.36,0,0,0,16-Aug,122.75,16-Jul,0,1,INDIVIDUAL,0,0,22627,0,3,0,1,18,19624,51.8,2,3,0,46.7,10500,1,1,3,4,2514,,,0,0,59,58,11,11,0,,11,0,0,4,0,0,5,6,7,4,9,0,0,0,2,91.7,,1,0,48420,22627,0,37920,Fully Paid
83920438,89928158,30000,30000,30000, 60 months,13.99%,697.9,C,C3,MANAGER,10+ years,RENT,132456,Source Verified,16-Jun,other,Other,222xx,VA,3.75,1,Feb-99,0,5,0,6934,21.70%,10,w,30000,30000,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,16934,0,1,0,0,,10000,100,0,0,2277,40.4,31900,0,2,0,0,3387,12966,23.3,0,0,,208,26,26,0,57,18,1,3,4,3,7,1,4,9,4,5,0,0,1,0,90,0,0,0,41900,16934,16900,10000,Late (31-120 days)
83820112,89777958,20400,20400,20400, 36 months,11.49%,672.62,B,B5,Produce Manager,10+ years,OWN,70000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,300xx,GA,8.07,0,1-Nov,0,12,0,1251,5.10%,36,w,0,0,20523.72,20523.72,20400,123.72,0,0,0,16-Jul,20536.74,16-Aug,0,1,INDIVIDUAL,0,0,60651,3,2,4,7,1,13891,85.6,1,5,851,37.2,24500,2,3,6,13,5514,11649,6.8,0,0,110,175,7,1,2,7,1,1,1,2,4,9,12,9,22,2,12,0,0,0,6,94.4,0,0,0,86517,15142,12500,16230,Fully Paid
81334619,87077586,15000,15000,15000, 36 months,11.47%,494.43,B,B5,Driver,3 years,MORTGAGE,62000,Source Verified,16-Jun,house,Home buying,948xx,CA,7.8,0,7-Apr,0,8,0,377,1.40%,18,w,0,0,15006.22,15006.22,15000,6.22,0,0,0,16-Jul,15015.78,16-Jun,0,1,INDIVIDUAL,0,0,4054,0,1,0,0,27,3677,27.8,1,3,351,10,27600,2,2,2,3,507,16649,2.1,0,0,100,110,7,7,0,16,1,0,1,2,5,11,3,7,15,2,8,0,0,0,1,94.1,0,0,0,40839,4054,17000,13239,Fully Paid
83717002,89684781,18000,18000,18000, 60 months,19.99%,476.79,D,D4,Quality Specilaist,8 years,RENT,78000,Verified,16-Jun,debt_consolidation,Debt consolidation,982xx,WA,20.52,0,2-Dec,2,15,0,20605,76.30%,35,w,0,0,18219.89,18219.89,18000,219.89,0,0,0,16-Jul,18239.88,16-Jul,0,1,INDIVIDUAL,0,0,63949,0,5,0,0,29,43344,97.5,0,1,4935,89.5,27000,0,3,3,1,4263,1610,88.7,0,0,136,162,17,17,0,17,0,0,4,9,4,9,16,10,19,9,15,0,0,0,0,100,75,0,0,71440,63949,14200,44440,Fully Paid
84091967,90089770,5000,5000,5000, 36 months,10.99%,163.67,B,B4,Mission Support Asst ,10+ years,OWN,52000,Source Verified,16-Jun,other,Other,207xx,MD,0.92,1,7-Aug,1,5,0,554,4.40%,6,f,0,0,5001.99,5001.99,5000,1.99,0,0,0,16-Jul,5005.04,16-Jun,0,1,INDIVIDUAL,0,0,554,1,0,0,0,,0,,1,3,354,4.4,12700,0,0,3,3,111,7746,6.7,0,0,,106,5,5,0,18,2,0,2,2,3,4,0,5,6,2,5,0,0,0,1,83.3,0,0,0,12700,554,8300,0,Fully Paid
83830173,89798029,5000,5000,5000, 36 months,12.79%,167.97,C,C1,Programmer,2 years,MORTGAGE,85000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,553xx,MN,34.56,1,Jan-00,0,12,0,87415,77.20%,23,w,0,0,5046.19,5046.19,5000,46.19,0,0,0,16-Jul,5049.74,16-Aug,0,1,INDIVIDUAL,0,0,295496,1,2,0,2,22,35852,69.2,1,2,14363,74.7,113200,0,0,0,5,24625,8864,78,0,0,134,197,6,6,3,6,16,0,3,7,4,8,5,9,15,7,12,0,0,0,1,95.7,75,0,0,342825,123267,40200,51825,Fully Paid
